,filename_seg,counted
1446,96 well image example__H7__8.jpg,3
1447,96 well image example__H7__9.jpg,1
1448,96 well image example__H7__10.jpg,1
1449,96 well image example__H7__11.jpg,1
1450,96 well image example__H8__1.jpg,1
1451,96 well image example__H8__2.jpg,1
1452,96 well image example__H8__3.jpg,1
1453,96 well image example__H8__4.jpg,1
1454,96 well image example__H8__5.jpg,3
1455,96 well image example__H8__6.jpg,1
1456,96 well image example__H8__7.jpg,1
1457,96 well image example__H8__8.jpg,1
1458,96 well image example__H8__9.jpg,1
1459,96 well image example__H8__10.jpg,3
1460,96 well image example__H8__11.jpg,1
1461,96 well image example__H9__1.jpg,1
1462,96 well image example__H9__2.jpg,2
1463,96 well image example__H9__3.jpg,4
1464,96 well image example__H9__4.jpg,2
1465,96 well image example__H9__5.jpg,1
1466,96 well image example__H9__6.jpg,1
1467,96 well image example__H9__7.jpg,1
1468,96 well image example__H9__8.jpg,1
1469,96 well image example__H9__9.jpg,1
1470,96 well image example__H9__10.jpg,3
1471,96 well image example__H9__11.jpg,2
1472,96 well image example__H9__12.jpg,1
1473,96 well image example__H9__13.jpg,1
1474,96 well image example__H9__14.jpg,1
1475,96 well image example__H10__1.jpg,2
1476,96 well image example__H10__2.jpg,3
1477,96 well image example__H10__3.jpg,1
1478,96 well image example__H10__4.jpg,1
1479,96 well image example__H10__5.jpg,2
1480,96 well image example__H10__6.jpg,1
1481,96 well image example__H10__7.jpg,2
1482,96 well image example__H10__8.jpg,1
1483,96 well image example__H10__9.jpg,2
1484,96 well image example__H10__10.jpg,1
1485,96 well image example__H10__11.jpg,1
1486,96 well image example__H10__12.jpg,1
1487,96 well image example__H10__13.jpg,1
1488,96 well image example__H10__14.jpg,1
1489,96 well image example__H10__15.jpg,1
1490,96 well image example__H11__1.jpg,1
1491,96 well image example__H11__2.jpg,1
1492,96 well image example__H11__3.jpg,1
1493,96 well image example__H11__4.jpg,1
1494,96 well image example__H11__5.jpg,1
1495,96 well image example__H11__6.jpg,1
1496,96 well image example__H11__7.jpg,1
1497,96 well image example__H11__8.jpg,2
1498,96 well image example__H11__9.jpg,1
1499,96 well image example__H11__10.jpg,1
1500,96 well image example__H11__11.jpg,1
1501,96 well image example__H11__12.jpg,1
1502,96 well image example__H11__13.jpg,2
1503,96 well image example__H11__14.jpg,1
1504,96 well image example__H11__15.jpg,1
1505,96 well image example__H11__16.jpg,1
1506,96 well image example__H12__1.jpg,1
1507,96 well image example__H12__2.jpg,1
1508,96 well image example__H12__3.jpg,1
1509,96 well image example__H12__4.jpg,1
1510,96 well image example__H12__5.jpg,2
1511,96 well image example__H12__6.jpg,1
1512,96 well image example__H12__7.jpg,1
1513,96 well image example__H12__8.jpg,1
1514,96 well image example__H12__9.jpg,2
1515,96 well image example__H12__10.jpg,2
1516,96 well image example__H12__11.jpg,3
1517,96 well image example__H12__12.jpg,1
1518,96 well image example__H12__13.jpg,0
1519,96 well image example__H12__14.jpg,1
1520,96 well image example__H12__15.jpg,1
1521,96 well image example__H12__16.jpg,1
1522,96 well image example__H12__17.jpg,1
1523,96 well image example__H12__18.jpg,2
1524,96 well image example__H12__19.jpg,1
1525,96 well image example__H12__20.jpg,1
1526,96 well image example__H12__21.jpg,1
